Country,Scotland,England,Wales,Local_Authority,Area_Code,Population_mid_2018,Area_sq_km,Density_People_sq_km,Local_Proportion_Decile_1_Z_Ind_IMD,Females_2018,Lives_In_Communal,BAME_Including_Jews,Over_1_5_Per_Room,Median_Age_2018,Obese_Z_Ind,Current_Smoking_Z_Ind,Ex_Smoker_Z_Ind,Tonnes_Port_Over_750,Passengers_To_From_Pop_Stand_Normalised,Age_Standardised_CVD_Deaths_U75_100000,Diabetes_Prevalence_Z_Ind,RA_Z_Ind,HTN_Z_Ind,COPD_Z_Ind,Cancer_Z_Ind,CKD_Z_Ind,Average_Humid_23_2_1_3_8_3_15_3,Average_tempHighCel_23_2_1_3_8_3_15_3,Coronavirus_Google_010220_190320,Dementia_Z_Ind,Self_Funders_2017,PM_2_5_Total_2018,Death_Registrations_Week_16,Death_Registrations_Week_16_Per_100000,Death_Registrations_Care_Home_Week_16,Death_Registrations_Care_Home_Week_16_Per_100000,Death_Registrations_Hospital_Week_16,Death_Registrations_Hospital_Week_16_Per_100000,Death_Registrations_Home_Week_16,Death_Registrations_Home_Week_16_Per_100000,Death_Registrations_OoHosp_Week_16,Death_Registrations_OoHosp_Week_16_Per_100000
England,0,1,0,Isle of Wight,E06000046,141538,380,372.468,-0.37,0.51,0.033,0.028,0.003,50.1,0.215,0.578,0.809,0,0,75.8,2.271,1.983,1.624,1.806,2.363,1.435,0.81,10.39,-0.559,2.361,0.619,9.2131,627,442.990575,183,129.2938999,216,152.6091933,132,93.26117368,411,290.3813817
England,0,1,0,County Durham,E06000047,526980,2226,236.739,0.454,0.508,0.025,0.019,0.002,43.5,2.241,0.245,-0.067,0,0,78.5,0.201,0.736,0.841,0.82,0.861,-0.059,0.755,7.974,-0.559,0.663,0.219,6.5196,1908,362.0630764,569,107.9737371,739,140.2330259,501,95.07002163,1169,221.8300505
England,0,1,0,Cheshire East,E06000049,380790,1166,326.578,-0.528,0.511,0.014,0.034,0.003,46.2,-0.478,-0.757,0.134,0,0.133,61.7,0.07,0.595,0.27,-0.107,0.492,0.472,0.808,8.696,-0.559,0.981,0.39,7.1494,1420,372.9089524,416,109.2465663,600,157.567163,311,81.67231282,820,215.3417894
England,0,1,0,Cheshire West and Chester,E06000050,340502,917,371.322,0.027,0.513,0.01,0.027,0.002,44.4,0.609,-0.423,0.125,0,0.133,68.8,-0.143,1.906,0.357,0.24,2.043,0.195,0.765,9.514,-0.559,0.227,0.39,7.3481,1214,356.5324139,311,91.33573371,529,155.3588525,290,85.16836906,685,201.1735614
England,0,1,0,Shropshire,E06000051,320274,3197,100.18,-0.592,0.504,0.026,0.021,0.003,47.4,0.681,-0.757,0.253,0,0,60.3,0.842,1.093,0.582,0.755,1.143,0.717,0.773,10.292,-0.559,1.7,0.414,7.1781,1226,382.7972299,364,113.6526849,482,150.4961377,274,85.55174632,744,232.3010922
England,0,1,0,Cornwall,E06000052,565968,3546,159.607,-0.195,0.514,0.017,0.018,0.004,47.2,-0.073,0.245,1.353,0,0,67,1.531,0.749,1.117,1.828,0.871,0.877,0.845,9.653,-0.559,0.059,0.498,6.5243,2212,390.8348175,562,99.29890029,823,145.4145817,681,120.324824,1389,245.4202358
England,0,1,0,Isles of Scilly,E06000053,2242,16,140.125,-0.691,0.5,0.036,0.014,0.009,48,,,0.912,0,0,,,,,0.408,,0.914,0.79,10.526,-0.559,-1.473,0.498,5.1312,5,223.015165,1,44.60303301,4,178.412132,0,0,1,44.60303301
England,0,1,0,Wiltshire,E06000054,498064,3255,153.015,-0.658,0.506,0.028,0.035,0.003,44.6,-0.376,-0.757,1.162,0,0,55.9,-0.344,0.659,-0.098,0.014,0.623,0.219,0.84,9.865,-0.559,0.662,0.498,8.8985,1687,338.7114909,453,90.95216679,627,125.8874362,479,96.17237945,1060,212.8240547
England,0,1,0,Bedford,E06000055,171623,476,360.553,-0.322,0.507,0.019,0.196,0.009,40.2,0.207,0.245,-0.462,0,0,70.4,0.748,0.113,-0.513,-0.36,-0.007,-0.214,0.78,10.878,-0.559,-0.776,0.455,10.2258,518,301.8243476,148,86.23552787,215,125.2745844,112,65.25931839,303,176.5497631
England,0,1,0,Central Bedfordshire,E06000056,283606,716,396.098,-0.691,0.507,0.009,0.063,0.003,41.3,0.114,-0.423,0.803,0,0,56.7,-1.416,0.177,-0.126,-0.855,0.086,-0.346,0.79,10.818,-0.559,-0.879,0.455,10.1658,803,283.1392848,181,63.82093468,347,122.3528416,224,78.98281419,456,160.7864432
England,0,1,0,Northumberland,E06000057,320274,5014,63.876,0.42,0.512,,0.016,0.002,48,2.091,-0.423,0.396,4404,0,71.2,1.04,2.557,1.182,0.758,2.472,0.508,0.813,6.946,-0.559,1.103,0.219,6.0358,1193,372.4935524,355,110.842591,517,161.4242805,295,92.10863198,676,211.0692719
England,0,1,0,"Bournemouth, Christchurch and Poole",E06000058,395784,161,2458.286,-0.324,0.503,,,,42.4,,,,832,0,,,,,,,,,,2.064,,,9.4335,1444,364.8454713,449,113.4457179,497,125.5735452,370,93.48533544,947,239.2719261
England,0,1,0,Dorset,E06000059,376484,2491,151.138,-0.43,0.511,,,,50.5,,,,0,0,,,,,,,,,,-0.559,,,,1628,432.422095,422,112.0897568,639,169.7283284,437,116.0739899,989,262.6937665
England,0,1,0,Aylesbury Vale,E07000004,199448,903,220.873,-0.691,0.506,0.02,0.106,0.007,40.3,-1.37,-0.423,-0.131,0,0.267,56.2,-0.619,-0.335,-0.686,-1.112,-0.376,-0.44,0.813,10.101,-0.559,,0.619,10.1362,545,273.2541815,143,71.69788617,222,111.3072079,121,60.66744214,323,161.9469736
England,0,1,0,Chiltern,E07000005,95927,196,489.423,-0.691,0.514,0.008,0.09,0.005,45.1,-1.37,-1.758,0.073,0,0.267,46.1,-0.619,-0.335,0.001,-0.727,-0.376,0.79,0.813,10.256,-0.559,,0.619,10.29,302,314.8227298,87,90.6939652,116,120.9252869,81,84.43920898,186,193.8974428
England,0,1,0,South Bucks,E07000006,70043,141,496.759,-0.691,0.517,0.016,0.161,0.003,44.8,-1.37,-1.09,-0.558,0,0.267,50.2,-0.619,-0.335,0.241,-0.472,-0.376,0.8,0.785,11.047,-0.559,,0.619,10.936,246,351.2128264,71,101.3663036,96,137.058664,64,91.37244264,150,214.1541624
England,0,1,0,Wycombe,E07000007,174641,325,537.357,-0.691,0.509,0.016,0.19,0.009,41.2,-1.37,-0.757,-0.463,0,0.267,49.3,-0.619,-0.335,-0.648,-0.961,-0.376,-0.239,0.82,10.351,-0.559,,0.619,10.563,506,289.7372324,130,74.43841939,211,120.8192807,136,77.87403874,295,168.9179517
England,0,1,0,Cambridge,E07000008,125758,41,3067.268,-0.691,0.482,0.133,0.181,0.013,30.6,-0.995,-1.09,-2.737,0,0,68.7,-1.274,-0.005,-2.865,-2.06,-0.083,-1.716,0.77,11.465,2.207,-0.67,0.455,10.4462,261,207.5414685,78,62.02388715,94,74.74673579,62,49.3010385,167,132.7947327
England,0,1,0,East Cambridgeshire,E07000009,89362,651,137.269,-0.691,0.509,0.009,0.039,0.003,43,-0.995,-0.089,0.915,0,0,65,-1.274,-0.005,-0.294,-0.016,-0.083,-0.006,0.76,11.61,-0.559,-0.67,0.455,9.8841,285,318.9275083,69,77.21402833,101,113.0234328,81,90.642555,184,205.9040756
England,0,1,0,Fenland,E07000010,101491,546,185.881,0.001,0.505,0.014,0.029,0.006,44.8,-0.995,1.913,0.762,0,0,79.4,-1.274,-0.005,1.204,1.682,-0.083,0.651,0.763,11.536,-0.559,-0.67,0.455,9.9367,426,419.741652,99,97.54559518,187,184.2527909,117,115.2811579,239,235.4888611
England,0,1,0,Huntingdonshire,E07000011,177352,906,195.753,-0.691,0.5,0.015,0.053,0.004,43.3,-0.995,-0.423,0.773,0,0,53.4,-1.274,-0.005,-0.104,-0.617,-0.083,-0.323,0.77,11.268,-0.559,-0.67,0.455,10.0678,569,320.83089,129,72.73670441,250,140.9626054,146,82.32216158,319,179.8682845
England,0,1,0,South Cambridgeshire,E07000012,157519,902,174.633,-0.691,0.505,0.013,0.069,0.004,42.9,-0.995,-1.758,-0.296,0,0,43.5,-1.274,-0.005,-0.498,-0.952,-0.083,-0.051,0.773,11.479,-0.559,-0.67,0.455,9.9428,390,247.5891797,87,55.2314324,143,90.78269923,104,66.02378126,247,156.8064805
England,0,1,0,Allerdale,E07000026,97527,1242,78.524,0.419,0.507,0.015,0.011,0.002,47.8,0.431,-0.089,0.494,0,0,77.8,1.045,1.688,1.04,1.257,1.668,0.718,0.838,7.542,-0.559,0.961,0.39,5.3887,412,422.4471172,108,110.7385647,170,174.3107037,119,122.0174926,242,248.1364135
England,0,1,0,Barrow-in-Furness,E07000027,67137,78,860.731,1.639,0.506,0.01,0.017,0.002,44.9,0.431,0.578,0.84,0,0,85.6,1.045,1.688,0.851,1.531,1.668,0.222,0.818,7.863,-0.559,0.961,0.39,7.3456,248,369.3939259,57,84.90102328,108,160.8650967,72,107.2433978,140,208.5288291
England,0,1,0,Carlisle,E07000028,108387,1039,104.319,-0.132,0.512,0.013,0.019,0.003,44.8,0.431,0.578,0.261,0,0,79,1.045,1.688,0.455,0.779,1.668,0.198,0.833,7.368,-0.559,0.961,0.39,6.2001,418,385.6551062,96,88.57150765,158,145.7739397,130,119.9405833,260,239.8811666
England,0,1,0,Copeland,E07000029,68424,732,93.475,-0.109,0.5,0.018,0.016,0.002,46.7,0.431,0.245,-0.692,0,0,86,1.045,1.688,1.216,1.162,1.668,0.287,0.883,5.486,-0.559,0.961,0.39,5.5294,273,398.982813,59,86.22705483,123,179.7614872,89,130.07132,150,219.2213259
England,0,1,0,Eden,E07000030,52881,2142,24.688,-0.691,0.505,0.018,0.011,0.002,50.3,0.431,-0.757,-0.359,0,0,60,1.045,1.688,0.978,0.793,1.668,1.006,0.825,7.035,-0.559,0.961,0.39,5.6199,175,330.9317146,33,62.40426618,78,147.5009928,56,105.8981487,97,183.4307218
England,0,1,0,South Lakeland,E07000031,104532,1534,68.143,-0.691,0.509,0.03,0.017,0.002,50.9,0.431,-1.424,-0.154,0,0,44.6,1.045,1.688,1.465,0.556,1.668,1.514,0.848,6.838,-0.559,0.961,0.39,5.8156,492,470.6692687,189,180.8058776,146,139.6701489,133,127.2337657,346,330.9991199
England,0,1,0,Amber Valley,E07000032,126678,265,478.03,-0.325,0.509,0.009,0.019,0.002,46,0.809,-0.423,0.115,0,0,69.1,0.153,0.547,0.78,0.403,0.369,0.268,0.785,9.565,-0.559,0.745,0.495,7.9524,484,382.0710779,125,98.67538168,219,172.8792687,124,97.88597862,265,209.1918092
England,0,1,0,Bolsover,E07000033,79530,160,497.063,-0.294,0.506,0.008,0.019,0.003,44,0.809,1.246,0.366,0,0,59.6,0.153,0.547,1.144,1.112,0.369,0.074,0.763,9.128,-0.559,0.745,0.495,8.1978,298,374.7013706,65,81.73016472,132,165.9751037,85,106.8779077,166,208.7262668
England,0,1,0,Chesterfield,E07000034,104628,66,1585.273,0.137,0.51,0.011,0.035,0.003,44.5,0.809,0.578,0.755,0,0,89.9,0.153,0.547,0.684,1.155,0.369,0.203,0.753,9.554,-0.559,0.745,0.495,7.4131,434,414.8029208,106,101.3113125,188,179.6842146,105,100.3555454,246,235.1187063
England,0,1,0,Derbyshire Dales,E07000035,71977,792,90.88,-0.469,0.508,0.022,0.015,0.002,50.8,0.809,-1.758,0.206,0,0,43.5,0.153,0.547,0.711,0.51,0.369,1.187,0.838,7.311,-0.559,0.745,0.495,6.6351,272,377.8984954,64,88.91729302,126,175.0559206,69,95.86395654,146,202.8425747
England,0,1,0,Erewash,E07000036,115490,110,1049.909,-0.17,0.51,0.01,0.03,0.002,43.7,0.809,0.245,0.685,0,0,71.3,0.153,0.547,0.308,0.413,0.369,0.052,0.778,9.856,-0.559,0.745,0.495,9.0853,419,362.8019742,94,81.39232834,186,161.052905,113,97.84396917,233,201.7490692
England,0,1,0,High Peak,E07000037,92221,539,171.096,-0.208,0.507,0.011,0.022,0.002,45.9,0.809,-0.089,1.155,0,0,58.9,0.153,0.547,-0.22,0.007,0.369,-0.035,0.91,4.717,-0.559,0.745,0.495,6.6028,308,333.9803299,53,57.47064118,133,144.2187788,97,105.1821169,175,189.7615511
England,0,1,0,North East Derbyshire,E07000038,101125,276,366.395,-0.238,0.511,0.008,0.02,0.002,47.6,0.809,-0.757,0.887,0,0,62.6,0.153,0.547,1.093,0.145,0.369,0.711,0.778,9.125,-0.559,0.745,0.495,7.4403,394,389.6168109,94,92.95426452,162,160.197775,110,108.776267,232,229.4190358
England,0,1,0,South Derbyshire,E07000039,104493,338,309.151,-0.691,0.507,0.016,0.044,0.002,42.2,0.809,-0.423,-0.125,0,0,54.6,0.153,0.547,-0.175,-0.558,0.369,-0.394,0.78,10.283,-0.559,0.745,0.495,8.4575,320,306.2406094,87,83.25916569,144,137.8082742,76,72.73214474,176,168.4323352
England,0,1,0,East Devon,E07000040,144317,814,177.294,-0.691,0.517,0.022,0.017,0.003,50.9,-0.255,-1.424,0.925,0,0,45.5,0.869,0.544,1.604,1.073,0.368,2.527,0.848,9.503,-0.559,0.948,0.498,6.3927,648,449.011551,189,130.9617024,232,160.7572219,201,139.2767311,416,288.254329
England,0,1,0,Exeter,E07000041,130428,47,2775.064,-0.691,0.503,0.051,0.071,0.006,33.7,-0.255,-0.423,0.42,0,0,63,0.869,0.544,-1.765,-0.813,0.368,-0.708,0.808,10.856,1.956,0.948,0.498,7.4919,366,280.614592,125,95.83831693,132,101.2052627,81,62.10322937,234,179.4093293
England,0,1,0,Mid Devon,E07000042,81695,913,89.48,-0.691,0.512,0.011,0.014,0.003,46.5,-0.255,-0.423,0.904,0,0,51.9,0.869,0.544,0.505,0.684,0.368,0.725,0.833,9.653,-0.559,0.948,0.498,6.5358,267,326.8253871,57,69.77171186,108,132.199033,81,99.14927474,159,194.6263541
England,0,1,0,North Devon,E07000043,96110,1086,88.499,-0.199,0.509,0.022,0.021,0.003,47.6,-0.255,-0.089,0.62,0,0,72.5,0.869,0.544,0.91,1.518,0.368,1.091,0.86,8.979,-0.559,0.948,0.498,6.5491,380,395.3802934,114,118.614088,127,132.140256,115,119.6545625,253,263.2400375
England,0,1,0,South Hams,E07000044,86221,886,97.315,-0.691,0.517,0.016,0.018,0.003,51.2,-0.255,-1.09,1.396,0,0,47.8,0.869,0.544,0.874,1.039,0.368,1.416,0.843,10.089,-0.559,0.948,0.498,5.8612,316,366.5000406,97,112.5015947,99,114.8212152,96,111.3417845,217,251.6788253
England,0,1,0,Teignbridge,E07000045,132844,674,197.098,-0.691,0.516,0.023,0.017,0.003,49.2,-0.255,-0.423,1.088,0,0,56.2,0.869,0.544,0.926,1.417,0.368,1.435,0.843,9.713,-0.559,0.948,0.498,6.317,553,416.2777393,144,108.39782,240,180.6630333,129,97.10638042,313,235.614706
England,0,1,0,Torridge,E07000046,68143,984,69.251,-0.691,0.51,0.015,0.013,0.002,50.2,-0.255,-0.423,1.882,0,0,65.7,0.869,0.544,1.455,1.826,0.368,1.304,0.855,9.212,-0.559,0.948,0.498,6.2524,283,415.3031126,96,140.8802078,88,129.1401905,85,124.737684,195,286.1629221
England,0,1,0,West Devon,E07000047,55528,1160,47.869,-0.691,0.511,0.031,0.016,0.002,50.8,-0.255,-1.09,0.605,0,0,59.7,0.869,0.544,1.131,1.084,0.368,1.293,0.96,6.607,-0.559,0.948,0.498,5.6718,229,412.4045527,75,135.0669932,83,149.4741392,67,120.6598473,146,262.9304135
England,0,1,0,Eastbourne,E07000061,103160,44,2344.545,-0.067,0.515,0.025,0.061,0.007,45.7,-0.537,0.245,1.296,0,0.267,60.2,1.181,0.638,0.968,1.787,0.57,1.232,0.82,10.947,-0.559,1.8,0.619,9.9823,432,418.7669639,145,140.558356,168,162.8538193,84,81.42690965,264,255.9131446
England,0,1,0,Hastings,E07000062,92855,30,3095.167,2.181,0.511,0.019,0.064,0.007,43,-0.537,2.247,1.799,0,0.267,103.1,1.181,0.638,0.298,1.847,0.57,-0.138,0.805,11.279,-0.559,1.8,0.619,10.2415,353,380.1626191,106,114.1564805,139,149.6957622,66,71.07856335,214,230.4668569
England,0,1,0,Lewes,E07000063,102744,292,351.863,-0.691,0.514,0.017,0.037,0.003,47.7,-0.537,-0.423,1.868,689,0.267,48.5,1.181,0.638,0.892,1.212,0.57,1.392,0.818,10.876,-0.559,1.8,0.619,9.5525,422,410.7295803,134,130.4212411,152,147.9405123,95,92.46282021,270,262.789068
England,0,1,0,Rother,E07000064,95656,509,187.929,-0.363,0.518,0.027,0.031,0.005,52.8,-0.537,-0.423,1.617,0,0.267,45.2,1.181,0.638,1.889,1.943,0.57,2.69,0.81,11.151,-0.559,1.8,0.619,9.3904,437,456.8453625,142,148.4486075,145,151.5848457,114,119.1770511,292,305.2605169
England,0,1,0,Wealden,E07000065,160175,833,192.287,-0.691,0.518,0.019,0.027,0.003,48.8,-0.537,-1.09,1.418,0,0.267,46.7,1.181,0.638,0.753,1.098,0.57,1.421,0.813,11.097,-0.559,1.8,0.619,9.4021,602,375.8389262,185,115.4986733,213,132.9795536,142,88.65303574,389,242.8593726
England,0,1,0,Basildon,E07000066,185862,110,1689.655,0.347,0.515,0.006,0.076,0.007,39.3,-0.485,0.578,0.159,0,0,71.1,-0.206,0.611,0.163,0.209,0.532,-0.282,0.748,12.137,1.668,0.04,0.455,10.5939,555,298.6086451,119,64.02599778,252,135.5844659,147,79.09093844,303,163.0241792
England,0,1,0,Braintree,E07000067,151561,612,247.649,-0.691,0.51,0.011,0.035,0.003,43.5,-0.485,-0.089,0.846,0,0,64.3,-0.206,0.611,0.17,-0.114,0.532,-0.13,0.763,11.551,-0.559,0.04,0.455,10.1371,490,323.3021688,126,83.1348434,191,126.0218658,124,81.81524271,299,197.280303
England,0,1,0,Brentwood,E07000068,76550,153,500.327,-0.691,0.514,0.011,0.068,0.003,43.3,-0.485,-1.424,-0.298,0,0,47.5,-0.206,0.611,-0.392,-0.939,0.532,0.596,0.75,11.665,-0.559,0.04,0.455,10.6177,273,356.6296538,77,100.5878511,105,137.1652515,70,91.44350098,168,219.4644024
England,0,1,0,Castle Point,E07000069,90070,45,2001.556,-0.524,0.514,0.007,0.033,0.002,46.9,-0.485,-0.089,1.433,0,0,64.8,-0.206,0.611,1.147,0.445,0.532,0.931,0.758,11.668,-0.559,0.04,0.455,10.251,395,438.5477962,100,111.0247585,170,188.7420895,110,122.1272344,225,249.8057067
England,0,1,0,Chelmsford,E07000070,177079,339,522.357,-0.691,0.507,0.013,0.063,0.004,41.7,-0.485,-1.09,-0.149,0,0,53,-0.206,0.611,-0.448,-0.881,0.532,-0.133,0.753,12.05,-0.559,0.04,0.455,10.4888,542,306.0780781,128,72.28412178,228,128.7560919,141,79.62547789,314,177.3219862
England,0,1,0,Colchester,E07000071,192523,329,585.176,-0.601,0.503,0.035,0.081,0.004,37.9,-0.485,-0.089,-0.084,0,0,55.6,-0.206,0.611,-0.622,-0.738,0.532,-0.486,0.76,11.711,-0.559,0.04,0.455,10.2719,500,259.7092295,126,65.44672585,182,94.53415955,136,70.64091044,318,165.17507
England,0,1,0,Epping Forest,E07000072,131137,339,386.835,-0.691,0.517,0.008,0.126,0.004,42.7,-0.485,-0.089,0.182,0,0,51.9,-0.206,0.611,-0.004,-0.24,0.532,0.291,0.765,11.439,-0.559,0.04,0.455,10.8349,462,352.3033164,139,105.9960194,203,154.799942,89,67.86795489,259,197.5033743
England,0,1,0,Harlow,E07000073,86594,31,2793.355,-0.691,0.514,0.005,0.112,0.008,37.5,-0.485,1.58,-0.429,0,0,89.7,-0.206,0.611,-0.409,-0.176,0.532,-0.482,0.768,11.611,-0.559,0.04,0.455,10.4542,262,302.5613784,59,68.13405086,124,143.1969882,64,73.90812296,138,159.3643901
England,0,1,0,Maldon,E07000074,64425,359,179.457,-0.691,0.508,0.009,0.021,0.002,48.7,-0.485,-0.423,1.228,0,0,62.3,-0.206,0.611,0.743,0.59,0.532,0.64,0.755,11.963,-0.559,0.04,0.455,9.7416,238,369.4218083,74,114.8622429,89,138.14513,50,77.60962359,149,231.2766783
England,0,1,0,Rochford,E07000075,86981,169,514.68,-0.691,0.51,0.007,0.031,0.003,46.1,-0.485,-1.09,1.399,0,0,45.5,-0.206,0.611,0.566,-0.322,0.532,0.747,0.755,12.135,-0.559,0.04,0.455,10.0676,307,352.9506444,66,75.87864016,141,162.1043676,86,98.87216748,166,190.8462768
England,0,1,0,Tendring,E07000076,145803,338,431.37,1.02,0.519,0.016,0.026,0.003,50.4,-0.485,0.578,1.394,4196,0,78.7,-0.206,0.611,2.499,2.59,0.532,2.183,0.765,11.75,-0.559,0.04,0.455,9.6639,753,516.4502788,188,128.9411055,318,218.1025082,203,139.2289596,435,298.3477706
England,0,1,0,Uttlesford,E07000077,89179,641,139.125,-0.691,0.51,0.014,0.037,0.003,44,-0.485,-1.424,0.391,0,0,50.6,-0.206,0.611,-0.464,-1.007,0.532,0.082,0.775,11.206,-0.559,0.04,0.455,9.8509,277,310.6112426,61,68.40175378,95,106.5273215,73,81.85783649,182,204.0839211
England,0,1,0,Cheltenham,E07000078,117090,47,2491.277,-0.437,0.509,0.031,0.059,0.005,40.2,-0.105,-0.423,-0.636,0,0,58.8,-0.193,0.629,-1.009,-0.736,0.536,-0.264,0.815,10.235,-0.559,0.664,0.498,9.7521,398,339.9094713,145,123.8363652,140,119.5661457,89,76.00990691,258,220.3433256
England,0,1,0,Cotswold,E07000079,89022,1165,76.414,-0.691,0.516,0.019,0.023,0.002,48.8,-0.105,-1.09,0.472,0,0,47.9,-0.193,0.629,0.359,0.099,0.536,1.155,0.838,9.406,-0.559,0.664,0.498,8.7012,359,403.2711015,94,105.5918762,123,138.1680933,107,120.195008,236,265.1030082
England,0,1,0,Forest of Dean,E07000080,86543,526,164.53,-0.501,0.509,0.023,0.016,0.002,47.9,-0.105,-0.423,-0.164,0,0,59.9,-0.193,0.629,0.999,1.019,0.536,0.724,0.835,9.361,-0.559,0.664,0.498,8.2315,309,357.0479415,60,69.32969738,126,145.5923645,112,129.4154351,183,211.455577
England,0,1,0,Gloucester,E07000081,129285,41,3153.293,0.407,0.506,0.014,0.109,0.006,38.9,-0.105,0.912,-0.514,0,0,85.7,-0.193,0.629,-0.367,-0.44,0.536,-0.605,0.815,10.139,-0.559,0.664,0.498,10.0707,412,318.6757938,99,76.5750087,163,126.0780446,123,95.13864717,249,192.5977492
England,0,1,0,Stroud,E07000082,119019,461,258.176,-0.691,0.508,0.011,0.022,0.002,46.4,-0.105,-0.757,1.635,0,0,48.4,-0.193,0.629,0.09,-0.093,0.536,0.586,0.828,9.922,-0.559,0.664,0.498,8.6826,417,350.3642276,123,103.3448441,143,120.1488838,137,115.1076719,274,230.2153438
England,0,1,0,Tewkesbury,E07000083,92599,414,223.669,-0.691,0.51,0.011,0.026,0.003,44.7,-0.105,-0.757,-0.114,0,0,59,-0.193,0.629,0.308,-0.211,0.536,0.625,0.8,10.583,-0.559,0.664,0.498,9.1591,311,335.8567587,93,100.43305,111,119.8717049,85,91.79364788,200,215.9850538
England,0,1,0,Basingstoke and Deane,E07000084,175729,634,277.175,-0.691,0.506,0.008,0.072,0.004,41,0.052,-1.09,0.398,0,0.2,61.2,-0.614,0.149,-0.824,-1.002,0.083,-0.695,0.825,10.322,-0.559,0.491,0.619,10.0865,540,307.2913406,122,69.42508066,246,139.9882774,128,72.83942889,294,167.3030632
England,0,1,0,East Hampshire,E07000085,120681,514,234.788,-0.691,0.517,0.019,0.036,0.003,46.9,0.052,-1.09,0.488,0,0.2,46.6,-0.614,0.149,-0.025,-0.373,0.083,0.547,0.825,10.489,-0.559,0.491,0.619,9.4417,383,317.3656168,130,107.7220109,132,109.3792726,102,84.52034703,251,207.9863442
England,0,1,0,Eastleigh,E07000086,131819,80,1647.738,-0.691,0.513,0.007,0.054,0.003,42.2,0.052,-1.09,0.415,0,0.2,56,-0.614,0.149,-0.381,-0.578,0.083,-0.104,0.803,11.529,-0.559,0.491,0.619,10.6005,326,247.3088098,90,68.27543829,156,118.344093,69,52.34450269,170,128.9647168
England,0,1,0,Fareham,E07000087,116339,74,1572.149,-0.691,0.511,0.013,0.033,0.003,46.3,0.052,-1.424,0.985,0,0.2,47.9,-0.614,0.149,0.266,-0.656,0.083,0.795,0.803,11.083,-0.559,0.491,0.619,10.5069,422,362.7330474,117,100.5681672,194,166.754055,95,81.65791351,228,195.9789924
England,0,1,0,Gosport,E07000088,85283,25,3411.32,-0.511,0.502,0.01,0.036,0.004,42.2,0.052,0.912,0.284,0,0.2,69.3,-0.614,0.149,0.368,0.088,0.083,-0.013,0.8,11.119,-0.559,0.491,0.619,10.6211,317,371.7036221,90,105.5309968,118,138.3628625,85,99.66816364,199,233.3407596
England,0,1,0,Hart,E07000089,96293,215,447.874,-0.691,0.504,0.018,0.052,0.003,43.4,0.052,-1.758,0.523,0,0.2,39,-0.614,0.149,-1.061,-1.056,0.083,-0.098,0.803,11.226,-0.559,0.491,0.619,9.9825,232,240.9313242,71,73.73329318,87,90.34924657,59,61.27132813,145,150.5820776
England,0,1,0,Havant,E07000090,125813,55,2287.509,0.041,0.516,0.01,0.03,0.004,45.8,0.052,0.578,1.718,0,0.2,65.8,-0.614,0.149,0.933,1.453,0.083,0.908,0.805,11.333,-0.559,0.491,0.619,10.7341,500,397.4152115,118,93.78998991,215,170.8885409,127,100.9434637,285,226.5266705
England,0,1,0,New Forest,E07000091,179753,753,238.716,-0.691,0.519,0.017,0.026,0.003,50.4,0.052,-1.09,1.101,0,0.2,44.6,-0.614,0.149,1.736,0.792,0.083,1.873,0.805,11.018,1.758,0.491,0.619,9.1675,760,422.8024011,246,136.8544614,297,165.2267278,150,83.44784232,463,257.5756733
England,0,1,0,Rushmoor,E07000092,95142,39,2439.538,-0.691,0.495,0.02,0.153,0.013,38.3,0.052,0.578,-0.049,0,0.2,63.5,-0.614,0.149,-1.531,-0.881,0.083,-1.266,0.788,11.864,-0.559,0.491,0.619,10.9301,248,260.663009,59,62.01257068,107,112.4634756,62,65.16575224,141,148.1995333
England,0,1,0,Test Valley,E07000093,125169,628,199.314,-0.691,0.512,0.016,0.042,0.003,44.9,0.052,-0.757,-0.91,0,0.2,54.4,-0.614,0.149,0.01,-0.49,0.083,0.274,0.825,10.671,-0.559,0.491,0.619,9.5998,408,325.959303,115,91.87578394,149,119.0390592,98,78.29414631,259,206.9202438
England,0,1,0,Winchester,E07000094,124295,661,188.041,-0.691,0.513,0.043,0.045,0.004,43.4,0.052,-1.424,-0.034,0,0.2,48.3,-0.614,0.149,-0.664,-0.75,0.083,0.32,0.828,10.485,-0.559,0.491,0.619,9.5229,379,304.9197474,120,96.54451104,146,117.4624884,96,77.23560883,233,187.4572589
England,0,1,0,Broxbourne,E07000095,96876,51,1899.529,-0.691,0.516,0.004,0.1,0.007,40.1,-0.737,0.245,-0.371,0,0,62,-1.079,-0.188,-0.034,-0.531,-0.325,-0.226,0.763,11.758,-0.559,-0.326,0.455,10.7932,320,330.3191709,51,52.64461786,155,159.9983484,95,98.06350386,165,170.3208225
England,0,1,0,Dacorum,E07000096,154280,212,727.736,-0.691,0.509,0.014,0.096,0.004,40.6,-0.737,-0.423,0.749,0,0,56,-1.079,-0.188,-0.572,-0.686,-0.325,-0.188,0.818,10.178,1.812,-0.326,0.455,10.1425,470,304.6409126,119,77.13248639,184,119.2636764,123,79.72517501,286,185.3772362
England,0,1,0,Hertsmere,E07000098,104205,101,1031.733,-0.538,0.519,0.016,0.289,0.008,40.7,-0.737,-0.423,-0.026,0,0,53.3,-1.079,-0.188,-0.572,-0.636,-0.325,-0.035,0.778,10.931,-0.559,-0.326,0.455,10.8172,374,358.9079219,120,115.157622,155,148.7452617,73,70.05422005,219,210.1626601
