Country,Scotland,England,Wales,Local_Authority,Area_Code,Population_mid_2018,Area_sq_km,Density_People_sq_km,Local_Proportion_Decile_1_Z_Ind_IMD,Females_2018,Lives_In_Communal,BAME_Including_Jews,Over_1_5_Per_Room,Median_Age_2018,Obese_Z_Ind,Current_Smoking_Z_Ind,Ex_Smoker_Z_Ind,Tonnes_Port_Over_750,Passengers_To_From_Pop_Stand_Normalised,Age_Standardised_CVD_Deaths_U75_100000,Diabetes_Prevalence_Z_Ind,RA_Z_Ind,HTN_Z_Ind,COPD_Z_Ind,Cancer_Z_Ind,CKD_Z_Ind,Average_Humid_23_2_1_3_8_3_15_3,Average_tempHighCel_23_2_1_3_8_3_15_3,Coronavirus_Google_010220_190320,Dementia_Z_Ind,Self_Funders_2017,PM_2_5_Total_2018,Death_Registrations_Covid_Week_16,Death_Registrations_Covid_Week_16_Per_100000,Death_Registrations_Care_Home_Covid_Week_16,Death_Registrations_Care_Home_Covid_Week_16_Per_100000,Death_Registrations_Hospital_Covid_Week_16,Death_Registrations_Hospital_Covid_Week_16_Per_100000,Death_Registrations_Home_Covid_Week_16,Death_Registrations_Home_Covid_Week_16_Per_100000,Death_Registrations_OoHosp_Week_16,Death_Registrations_OoHosp_Week_16_Per_100000
England,0,1,0,Reigate and Banstead,E07000211,147757,129,1145.403,-0.691,0.512,0.025,0.096,0.005,41.4,-1.577,-1.09,0.291,0,0.267,57.6,-1.295,-0.323,-0.535,-1.079,-0.349,0.04,0.81,10.283,-0.559,0.196,0.619,10.4995,85,57.527,28,18.95,56,37.9,1,0.677,29,19.627
England,0,1,0,Runnymede,E07000212,88000,78,1128.205,-0.691,0.514,0.039,0.113,0.006,38,-1.577,-0.423,-0.511,0,0.267,58.3,-1.295,-0.323,-0.94,-1.015,-0.349,-0.132,0.773,11.828,-0.559,0.196,0.619,11.1906,25,28.409,3,3.409,21,23.864,1,1.136,4,4.545
England,0,1,0,Spelthorne,E07000213,99334,45,2207.422,-0.691,0.506,0.008,0.129,0.008,41.7,-1.577,-0.089,-0.515,0,0.267,65,-1.295,-0.323,-0.189,-0.018,-0.349,0.136,0.75,11.931,-0.559,0.196,0.619,11.5693,37,37.248,11,11.074,24,24.161,2,2.013,13,13.087
England,0,1,0,Surrey Heath,E07000214,88874,95,935.516,-0.691,0.505,0.02,0.1,0.004,43.8,-1.577,-1.09,-0.939,0,0.267,43.2,-1.295,-0.323,-0.518,-1.246,-0.349,0.065,0.795,11.117,-0.559,0.196,0.619,10.8219,14,15.753,2,2.25,12,13.502,0,0,2,2.25
England,0,1,0,Tandridge,E07000215,87496,248,352.806,-0.691,0.513,0.025,0.063,0.005,44.2,-1.577,-0.757,0.59,0,0.267,53.3,-1.295,-0.323,-0.418,-1.2,-0.349,0.449,0.793,11.06,-0.559,0.196,0.619,10.1293,25,28.573,5,5.715,20,22.858,0,0,5,5.715
England,0,1,0,Waverley,E07000216,125610,345,364.087,-0.691,0.51,0.036,0.042,0.005,44.6,-1.577,-1.758,0.455,0,0.267,41,-1.295,-0.323,-0.068,-0.74,-0.349,0.757,0.798,11.186,-0.559,0.196,0.619,9.5288,32,25.476,12,9.553,19,15.126,0,0,13,10.349
England,0,1,0,Woking,E07000217,101167,64,1580.734,-0.691,0.501,0.009,0.166,0.011,40.8,-1.577,-1.09,-0.305,0,0.267,53.5,-1.295,-0.323,-1.113,-1.379,-0.349,-0.308,0.783,11.587,-0.559,0.196,0.619,10.79,15,14.827,4,3.954,11,10.873,0,0,4,3.954
England,0,1,0,North Warwickshire,E07000218,64850,284,228.345,-0.441,0.507,0.009,0.021,0.003,45.6,-0.499,-0.089,0.458,0,0,72.3,0.004,0.277,0.834,0.337,0.147,0.121,0.763,10.324,-0.559,-0.014,0.414,9.0412,24,37.008,4,6.168,20,30.84,0,0,4,6.168
England,0,1,0,Nuneaton and Bedworth,E07000219,128902,79,1631.671,-0.104,0.509,0.007,0.087,0.003,41.4,-0.499,0.578,-0.06,0,0,79.6,0.004,0.277,0.495,0.272,0.147,-0.18,0.78,10.311,-0.559,-0.014,0.414,9.5475,52,40.341,6,4.655,43,33.359,3,2.327,9,6.982
England,0,1,0,Rugby,E07000220,107194,351,305.396,-0.691,0.502,0.019,0.096,0.006,41.3,-0.499,0.578,0.446,0,0,66.2,0.004,0.277,-0.33,-0.534,0.147,0.009,0.785,10.058,-0.559,-0.014,0.414,9.3394,22,20.524,7,6.53,13,12.128,2,1.866,9,8.396
England,0,1,0,Stratford-on-Avon,E07000221,127580,978,130.45,-0.691,0.513,0.014,0.028,0.002,48.1,-0.499,-1.09,0.652,0,0,52.1,0.004,0.277,0.912,0.243,0.147,1.04,0.795,10.114,-0.559,-0.014,0.414,8.6291,40,31.353,6,4.703,30,23.515,1,0.784,10,7.838
England,0,1,0,Warwick,E07000222,142484,283,503.477,-0.691,0.5,0.022,0.11,0.003,39.8,-0.499,-1.09,-0.249,0,0,58.9,0.004,0.277,-1.095,-1.097,0.147,-0.184,0.775,10.468,-0.559,-0.014,0.414,9.3114,33,23.16,4,2.807,27,18.949,1,0.702,6,4.211
England,0,1,0,Adur,E07000223,63869,42,1520.69,-0.691,0.514,0.012,0.045,0.004,45.5,-0.463,-0.089,1.913,2124,0,57,0.149,0.301,0.47,1.436,0.184,1.112,0.818,11,-0.559,1.083,0.619,10.496,8,12.526,2,3.131,3,4.697,0,0,5,7.829
England,0,1,0,Arun,E07000224,159827,221,723.199,-0.286,0.519,0.025,0.031,0.005,49.4,-0.463,0.245,1.552,0,0.2,68.4,0.149,0.301,1.531,1.527,0.184,2.012,0.8,11.354,-0.559,1.083,0.619,9.6728,19,11.888,2,1.251,17,10.637,0,0,2,1.251
England,0,1,0,Chichester,E07000225,120750,786,153.626,-0.691,0.518,0.026,0.032,0.003,48.9,-0.463,-0.757,0.939,0,0.2,56.9,0.149,0.301,1.389,1.539,0.184,1.624,0.835,9.828,-0.559,1.083,0.619,9.3541,25,20.704,9,7.453,15,12.422,1,0.828,10,8.282
England,0,1,0,Crawley,E07000226,112448,45,2498.844,-0.546,0.498,0.007,0.202,0.012,37.2,-0.463,0.578,-0.383,0,0.2,71.9,0.149,0.301,-1.241,-0.204,0.184,-0.919,0.8,11.456,1.812,1.083,0.619,10.863,29,25.79,3,2.668,26,23.122,0,0,3,2.668
England,0,1,0,Horsham,E07000227,142217,530,268.334,-0.691,0.514,0.02,0.041,0.003,46.1,-0.463,-1.424,0.334,0,0.2,41.2,0.149,0.301,-0.042,-0.167,0.184,0.643,0.8,11.344,-0.559,1.083,0.619,9.7453,30,21.095,5,3.516,21,14.766,2,1.406,9,6.328
England,0,1,0,Mid Sussex,E07000228,149716,334,448.251,-0.691,0.513,0.018,0.051,0.004,43.7,-0.463,-1.424,0.261,0,0.2,49.3,0.149,0.301,-0.396,-1.07,0.184,0.387,0.81,10.903,-0.559,1.083,0.619,9.9458,51,34.064,16,10.687,35,23.378,0,0,16,10.687
England,0,1,0,Worthing,E07000229,110025,33,3334.091,-0.691,0.518,0.018,0.064,0.005,44.8,-0.463,-0.089,1.471,0,0.2,71.4,0.149,0.301,0.207,0.767,0.184,0.946,0.805,11.224,1.812,1.083,0.619,10.5026,14,12.724,4,3.636,10,9.089,0,0,4,3.636
England,0,1,0,Bromsgrove,E07000234,98662,217,454.664,-0.691,0.508,0.03,0.043,0.001,45.5,0.688,-1.09,0.828,0,0,58.5,0.396,1.34,0.259,-0.48,1.48,0.887,0.798,9.518,-0.559,0.1,0.414,8.8333,52,52.705,10,10.136,40,40.542,0,0,12,12.163
England,0,1,0,Malvern Hills,E07000235,78113,577,135.378,-0.48,0.513,0.03,0.025,0.003,50.5,0.688,-1.09,0.598,0,0,42.1,0.396,1.34,0.985,1.036,1.48,1.598,0.788,10.404,-0.559,0.1,0.414,7.967,17,21.763,5,6.401,11,14.082,1,1.28,6,7.681
England,0,1,0,Redditch,E07000236,84989,54,1573.87,0.174,0.503,0.006,0.08,0.006,40.1,0.688,0.912,-0.283,0,0,72.6,0.396,1.34,-0.261,0.296,1.48,-0.802,0.795,9.922,-0.559,0.1,0.414,8.6176,21,24.709,3,3.53,17,20.003,1,1.177,4,4.706
England,0,1,0,Worcester,E07000237,101891,33,3087.606,0.517,0.506,0.019,0.066,0.004,38.3,0.688,0.578,-0.536,0,0,77.7,0.396,1.34,-0.834,-0.796,1.48,-0.708,0.79,10.433,-0.559,0.1,0.414,8.875,18,17.666,1,0.981,15,14.722,0,0,3,2.944
England,0,1,0,Wychavon,E07000238,127340,664,191.777,-0.691,0.511,0.012,0.022,0.003,48,0.688,-0.089,0.353,0,0,50.2,0.396,1.34,0.745,0.402,1.48,0.92,0.795,10.585,-0.559,0.1,0.414,8.514,36,28.271,7,5.497,23,18.062,2,1.571,13,10.209
England,0,1,0,Wyre Forest,E07000239,101062,195,518.267,-0.106,0.507,0.01,0.028,0.003,46.5,0.688,0.578,0.766,0,0,75.1,0.396,1.34,1.893,1.183,1.48,0.639,0.78,10.45,-0.559,0.1,0.414,8.3133,40,39.58,6,5.937,32,31.664,2,1.979,8,7.916
England,0,1,0,St Albans,E07000240,147373,161,915.36,-0.691,0.51,,0.127,0.006,40.9,-0.737,-1.758,-0.72,0,0,51.5,-1.079,-0.188,-0.997,-1.139,-0.325,-0.167,0.793,10.7,-0.559,-0.326,0.455,10.4691,53,35.963,10,6.786,43,29.178,0,0,10,6.786
England,0,1,0,Welwyn Hatfield,E07000241,122746,130,944.2,-0.691,0.508,,0.167,0.006,35.4,-0.737,-0.423,-0.553,0,0,60.4,-1.079,-0.188,-1.648,-1.287,-0.325,-0.535,0.783,11.081,-0.559,-0.326,0.455,10.5818,44,35.846,9,7.332,32,26.07,2,1.629,12,9.776
England,0,1,0,East Hertfordshire,E07000242,148105,476,311.145,-0.691,0.51,,0.048,0.003,42.6,-0.737,-1.09,-0.315,0,0,50.3,-1.079,-0.188,-0.611,-1.145,-0.325,-0.342,0.78,11.014,-0.559,-0.326,0.455,10.0753,41,27.683,13,8.778,23,15.53,4,2.701,18,12.154
England,0,1,0,Stevenage,E07000243,87754,26,3375.154,-0.691,0.507,,0.125,0.006,38.1,-0.737,0.578,0.163,0,0,78.8,-1.079,-0.188,-0.423,-0.157,-0.325,-0.737,0.788,10.708,-0.559,-0.326,0.455,10.2074,15,17.093,3,3.419,12,13.675,0,0,3,3.419
England,0,1,0,East Suffolk,E07000244,248249,1262,196.711,-0.039,0.513,,,,48.9,,,,28268,0,,,,,,,,,,-0.559,,,9.6517,65,26.183,6,2.417,55,22.155,4,1.611,10,4.028
England,0,1,0,West Suffolk,E07000245,178881,1035,172.832,-0.691,0.496,,,,41.1,,,,0,0,,,,,,,,,,-0.559,,,,15,8.385,0,0,14,7.826,1,0.559,1,0.559
England,0,1,0,Somerset West and Taunton,E07000246,153866,1188,129.517,-0.367,0.515,,,,47.5,,,,0,0,,,,,,,,,,-0.559,,,6.2886,10,6.499,1,0.65,7,4.549,0,0,3,1.95
England,0,1,0,Bolton,E08000001,285372,140,2038.371,1.567,0.504,0.007,0.182,0.009,38.8,1.789,0.912,-0.526,0,0.2,97,0.77,0.113,-0.249,0.393,-0.006,-0.393,0.803,7.869,1.381,-0.144,0.39,8.4678,105,36.794,22,7.709,77,26.982,3,1.051,28,9.812
England,0,1,0,Bury,E08000002,190108,99,1920.283,0.26,0.51,0.011,0.162,0.006,40.4,0.569,0.245,-0.447,0,0.2,88,0.057,-0.126,0.668,0.179,-0.233,-0.292,0.778,8.572,-0.559,0.731,0.39,8.2247,84,44.185,12,6.312,68,35.769,3,1.578,16,8.416
England,0,1,0,Manchester,E08000003,547627,116,4720.922,3.424,0.493,0.044,0.339,0.019,30,-0.585,1.58,-1.911,6789,0.2,132.8,-1.531,-1.478,-1.86,-1.002,-1.179,-2.265,0.753,9.442,1.471,-1.711,0.39,8.679,152,27.756,21,3.835,123,22.461,7,1.278,29,5.296
England,0,1,0,Oldham,E08000004,235623,142,1659.317,2.211,0.507,0.008,0.225,0.016,37.1,1.398,1.246,-0.648,0,0.2,104.7,0.969,0.701,0.296,0.503,0.844,-0.476,0.828,6.428,-0.559,-0.238,0.39,8.2753,119,50.504,28,11.883,83,35.226,7,2.971,36,15.279
England,0,1,0,Rochdale,E08000005,220001,158,1392.411,2.149,0.506,0.01,0.184,0.011,38.1,1.3,1.58,-0.564,0,0.2,109.9,1.307,0.889,0.245,0.461,1,-0.538,0.785,7.831,-0.559,-0.763,0.39,8.0288,98,44.545,10,4.545,82,37.273,6,2.727,16,7.273
England,0,1,0,Salford,E08000006,254408,97,2622.763,2.163,0.495,0.024,0.13,0.008,35,1.096,1.58,-0.539,0,0.2,102.9,-1.267,-0.919,-0.6,0.109,-0.682,-0.975,0.753,9.6,1.453,-0.359,0.39,8.714,171,67.215,58,22.798,109,42.845,4,1.572,62,24.37
England,0,1,0,Stockport,E08000007,291775,126,2315.675,0.16,0.51,0.008,0.084,0.003,42.5,-0.311,-0.089,0.072,0,0.2,64.4,0.028,-0.589,0.219,0.281,-0.517,0.275,0.783,8.468,1.525,0.521,0.39,8.0512,121,41.47,30,10.282,86,29.475,5,1.714,35,11.996
England,0,1,0,Tameside,E08000008,225197,103,2186.379,1.266,0.509,0.007,0.091,0.006,40.2,0.379,1.58,0.561,0,0.2,102.6,0.696,0.216,0.531,0.76,0.116,-0.473,0.773,8.437,-0.559,0.188,0.39,8.3712,95,42.185,14,6.217,73,32.416,5,2.22,22,9.769
England,0,1,0,Trafford,E08000009,236370,106,2229.906,-0.209,0.511,0.006,0.155,0.005,40.6,-0.037,-0.757,-0.34,0,0.2,67,-0.574,0.145,-0.802,-0.324,0.08,-0.116,0.76,9.35,1.884,0.239,0.39,8.2388,67,28.345,11,4.654,51,21.576,2,0.846,16,6.769
England,0,1,0,Wigan,E08000010,326088,188,1734.511,0.879,0.501,0.006,0.027,0.003,42.2,1.202,0.245,0.456,0,0.2,93.5,-0.188,0.317,0.19,0.511,0.185,-0.453,0.755,9.281,-0.559,-0.097,0.39,7.961,95,29.133,8,2.453,85,26.067,1,0.307,10,3.067
England,0,1,0,Knowsley,E08000011,149571,87,1719.207,3.775,0.525,0.006,0.028,0.003,39.6,1.739,1.58,-0.106,0,0.067,99.6,0.383,0.924,0.581,1.726,1.052,-0.451,0.763,8.758,-0.559,-0.47,0.39,8.9456,52,34.766,3,2.006,47,31.423,2,1.337,5,3.343
England,0,1,0,Liverpool,E08000012,494814,112,4417.982,3.938,0.501,0.035,0.115,0.007,34.7,0.903,1.246,-0.803,32613,0.067,102,-1.112,-0.5,-0.699,0.176,-0.459,-1.157,0.768,8.583,1.561,-0.786,0.39,9.3334,294,59.416,52,10.509,219,44.259,16,3.234,75,15.157
England,0,1,0,St. Helens,E08000013,180049,136,1323.89,1.627,0.508,0.008,0.02,0.003,43,0.876,0.245,0.469,0,0.067,89,0.533,0.586,0.72,0.809,0.474,-0.017,0.748,9.363,-0.559,0.265,0.39,8.3773,63,34.99,11,6.109,49,27.215,3,1.666,14,7.776
England,0,1,0,Sefton,E08000014,275396,155,1776.748,1.222,0.519,0.015,0.027,0.004,46.4,0.324,-0.089,0.564,0,0.067,73,1.077,0.805,1.019,1.091,0.968,0.8,0.775,8.385,-0.559,1.118,0.39,7.8618,119,43.211,18,6.536,95,34.496,4,1.452,24,8.715
England,0,1,0,Wirral,E08000015,323235,157,2058.822,1.71,0.516,0.011,0.031,0.002,44.3,0.921,0.245,0.405,0,0.067,76.7,0.523,-0.141,0.582,0.945,-0.263,0.426,0.765,8.854,1.453,0.815,0.39,8.0131,164,50.737,29,8.972,127,39.29,5,1.547,37,11.447
England,0,1,0,Barnsley,E08000016,245199,329,745.286,1.38,0.506,0.007,0.022,0.003,42.5,3.662,1.246,0.276,0,0,86.1,0.342,0.117,1.021,1.045,0.009,-0.148,0.743,8.875,-0.559,-0.168,0.403,7.4596,68,27.733,11,4.486,50,20.392,5,2.039,18,7.341
England,0,1,0,Doncaster,E08000017,310542,568,546.729,1.565,0.503,0.017,0.048,0.005,41.3,2.251,1.58,0.208,0,0,80.3,0.386,0.594,0.811,1.051,0.487,-0.127,0.698,10.388,-0.559,0.296,0.403,8.5418,54,17.389,2,0.644,46,14.813,6,1.932,8,2.576
England,0,1,0,Rotherham,E08000018,264671,287,922.199,1.36,0.509,0.008,0.064,0.006,42.1,1.746,0.912,-0.137,0,0,85.1,0.52,0.525,0.879,0.744,0.328,-0.05,0.72,9.735,-0.559,0.912,0.403,7.9883,87,32.871,30,11.335,52,19.647,5,1.889,35,13.224
England,0,1,0,Sheffield,E08000019,582506,368,1582.897,1.57,0.502,0.025,0.164,0.013,35.4,-0.169,-0.089,-0.407,0,0,82.3,-0.825,-0.327,-0.2,-0.254,-0.35,-0.661,0.758,8.8,1.668,0.157,0.403,7.3962,145,24.892,47,8.069,94,16.137,2,0.343,51,8.755
England,0,1,0,Newcastle upon Tyne,E08000021,300196,113,2656.602,1.755,0.495,0.032,0.147,0.008,32.4,0.095,0.578,-0.962,0,0,89.1,-1.923,-0.78,-1.555,-0.466,-0.529,-1.107,0.743,9.053,1.453,-0.587,0.219,6.9836,91,30.314,30,9.993,57,18.988,2,0.666,34,11.326
England,0,1,0,North Tyneside,E08000022,205985,82,2512.012,0.18,0.516,0.008,0.034,0.002,43.4,1.402,-0.089,0.953,0,0,81,-0.24,0.879,0.494,0.513,0.984,0.012,0.708,9.439,-0.559,0.508,0.219,6.9409,37,17.962,9,4.369,26,12.622,1,0.485,11,5.34
England,0,1,0,South Tyneside,E08000023,150265,64,2347.891,1.641,0.515,0.009,0.041,0.004,43.5,2.188,0.912,0.656,0,0,71,0.701,1.152,0.899,1.31,1.209,0.09,0.705,9.786,-0.559,0.7,0.219,7.0342,40,26.62,6,3.993,33,21.961,1,0.665,7,4.658
England,0,1,0,Sunderland,E08000024,277417,137,2024.942,1.469,0.512,0.013,0.041,0.004,42.2,1.863,0.912,0.355,870,0,83.4,0.124,0.475,0.58,0.83,0.282,-0.25,0.733,8.428,1.237,0.208,0.219,7.0966,151,54.431,23,8.291,120,43.256,5,1.802,31,11.175
England,0,1,0,Birmingham,E08000025,1141374,268,4258.858,3.239,0.505,0.02,0.422,0.022,32.6,0.144,0.578,-1.923,0,0.067,96,1.929,-0.38,-0.503,-0.562,-0.437,-0.885,0.75,10.492,1.597,-1.119,0.414,10.1921,589,51.604,46,4.03,491,43.018,19,1.665,98,8.586
England,0,1,0,Coventry,E08000026,366785,99,3704.899,0.675,0.492,0.029,0.262,0.011,32.1,-0.246,0.578,-1.533,0,0.067,86.8,-0.422,-0.382,-1.115,-0.928,-0.443,-0.651,0.778,10.336,1.489,-1.268,0.414,10.2623,138,37.624,24,6.543,105,28.627,6,1.636,33,8.997
England,0,1,0,Dudley,E08000027,320626,98,3271.694,0.351,0.51,0.008,0.1,0.006,42.1,2.917,0.245,-0.209,0,0.067,69.8,0.867,1.232,1.481,0.319,1.355,0.284,0.773,10.126,1.74,0.453,0.414,9.6128,147,45.848,16,4.99,124,38.674,6,1.871,23,7.173
England,0,1,0,Sandwell,E08000028,327378,86,3806.721,1.201,0.504,0.007,0.301,0.013,36.5,1.124,1.246,-1.615,0,0.067,99.1,2.629,0.424,0.117,0.124,0.259,-0.347,0.763,10.199,-0.559,-0.904,0.414,10.6441,172,52.539,8,2.444,157,47.957,4,1.222,15,4.582
England,0,1,0,Solihull,E08000029,214909,178,1207.354,0.445,0.513,0.008,0.11,0.002,43.3,-0.609,-0.423,0.126,0,0.067,59.9,0.366,0.072,0.409,-0.179,-0.028,0.595,0.755,10.268,-0.559,0.074,0.414,9.566,102,47.462,14,6.514,80,37.225,6,2.792,22,10.237
England,0,1,0,Walsall,E08000030,283378,104,2724.788,1.816,0.508,0.007,0.211,0.009,38.2,1.768,1.246,-0.485,0,0.067,98,1.758,1.76,1.302,0.871,1.738,0.04,0.768,10.289,1.633,-0.119,0.414,10.2039,163,57.52,10,3.529,146,51.521,5,1.764,17,5.999
England,0,1,0,Wolverhampton,E08000031,262008,69,3797.217,1.296,0.503,0.016,0.32,0.009,37.7,2.67,0.912,-1.661,0,0.067,105,2.936,1.178,0.608,0.275,1.258,-0.087,0.78,10.122,1.561,0.08,0.414,9.3993,158,60.304,13,4.962,134,51.143,6,2.29,24,9.16
England,0,1,0,Bradford,E08000032,537173,366,1467.686,2.501,0.507,0.014,0.326,0.019,36.2,1.417,1.246,-1.125,0,0,101.6,1.892,-0.185,-0.337,0.006,-0.313,-0.619,0.788,7.489,1.525,-0.279,0.403,8.4106,126,23.456,16,2.979,92,17.127,13,2.42,34,6.329
England,0,1,0,Calderdale,E08000033,210082,364,577.148,0.796,0.509,0.007,0.104,0.006,42.2,0.871,0.912,0.075,0,0,95.6,0.553,0.05,0.428,0.646,-0.036,-0.253,0.805,7.103,-0.559,-0.446,0.403,7.8306,47,22.372,6,2.856,37,17.612,4,1.904,10,4.76
England,0,1,0,Kirklees,E08000034,438727,409,1072.682,0.448,0.504,0.013,0.209,0.010,39.4,0.48,0.578,-0.641,0,0,79.9,0.878,0.243,-0.18,0.029,0.122,-0.376,0.75,8.893,1.489,-0.423,0.403,8.057,111,25.3,15,3.419,87,19.83,9,2.051,24,5.47
England,0,1,0,Leeds,E08000035,789194,552,1429.699,1.559,0.509,0.027,0.158,0.008,35.4,0.175,0.912,-0.729,0,0,87.5,-0.995,-0.367,-1.102,-0.204,-0.419,-0.829,0.708,9.438,1.597,-0.494,0.403,8.9153,201,25.469,38,4.815,145,18.373,11,1.394,56,7.096
England,0,1,0,Wakefield,E08000036,345038,339,1017.811,0.811,0.509,0.011,0.046,0.005,41.8,1.575,0.912,0.226,0,0,90.3,0.266,0.254,1.101,0.671,0.138,-0.221,0.698,9.794,-0.559,-0.324,0.403,8.2056,120,34.779,20,5.796,89,25.794,5,1.449,31,8.985
England,0,1,0,Gateshead,E08000037,202508,142,1426.113,0.895,0.507,,0.051,0.004,41.3,1.504,0.578,0.195,0,0,89.4,-0.156,2.744,0.504,0.747,2.598,-0.134,0.748,8.376,1.201,0.711,0.219,6.9041,88,43.455,18,8.889,67,33.085,3,1.481,21,10.37
England,0,1,0,City of London,E09000001,8706,3,2902,-0.691,0.45,0.025,0.235,0.031,41,-2.712,-2.092,-0.712,0,0.467,49.5,-1.499,-1.14,,-1.307,-0.999,-1.268,0.725,12.363,1.884,-2.162,0.456,13.145,3,34.459,0,0,3,34.459,0,0,0,0
England,0,1,0,Barking and Dagenham,E09000002,211998,36,5888.833,-0.345,0.505,0.005,0.419,0.036,32.3,1.501,0.912,-2.568,0,0.467,97.6,0.428,-0.241,-0.615,-0.937,-0.333,-1.486,0.723,12.639,1.525,-2.172,0.456,13.0378,101,47.642,9,4.245,83,39.151,9,4.245,18,8.491
England,0,1,0,Barnet,E09000003,392140,87,4507.356,-0.646,0.504,0.011,0.497,0.029,37,-1.48,-0.757,-1.599,0,0.467,57.1,-0.061,-1.541,-1.199,-1.272,-1.29,-0.812,0.758,11.558,2.135,-0.512,0.456,11.7292,285,72.678,34,8.67,235,59.928,15,3.825,50,12.751
England,0,1,0,Bexley,E09000004,247258,61,4053.41,-0.691,0.517,0.005,0.182,0.010,38.8,0.291,-0.423,-0.226,0,0.467,61.6,-0.718,-0.026,1.126,-0.745,-0.116,-0.143,0.733,12.175,-0.559,-0.382,0.456,11.8266,119,48.128,13,5.258,102,41.252,3,1.213,17,6.875
England,0,1,0,Brent,E09000005,330795,43,7692.907,-0.141,0.49,0.007,0.65,0.066,35.3,-0.733,0.245,-2.867,0,0.467,90.3,3.81,-1.028,-1.659,-1.296,-0.82,-1.559,0.743,11.896,2.135,-1.452,0.456,12.1293,286,86.458,17,5.139,252,76.18,15,4.535,34,10.278
England,0,1,0,Bromley,E09000006,331096,150,2207.307,-0.642,0.519,0.008,0.16,0.007,40.6,-1.097,-0.757,-0.208,0,0.467,52.5,-0.7,-0.101,0.126,-0.635,-0.228,0.044,0.763,11.438,2.064,0.179,0.456,10.9553,146,44.096,21,6.343,118,35.639,6,1.812,28,8.457
England,0,1,0,Camden,E09000007,262226,22,11919.364,-0.691,0.495,0.036,0.379,0.043,33.9,-2.599,-0.089,-0.992,0,0.467,61.4,-1.095,-1.768,-1.6,-1.262,-1.684,-2.013,0.735,12.036,1.884,-1.516,0.456,12.5071,87,33.177,6,2.288,74,28.22,5,1.907,13,4.958
England,0,1,0,Croydon,E09000008,385346,86,4480.767,-0.475,0.514,0.009,0.451,0.023,37.4,-0.768,-0.089,-1.502,0,0.467,71.1,2.366,0.117,0,-0.818,0.011,-1.076,0.763,11.415,1.884,-1.177,0.456,11.6597,243,63.06,33,8.564,203,52.68,5,1.298,40,10.38
England,0,1,0,Ealing,E09000009,341982,56,6106.821,-0.497,0.497,0.011,0.513,0.046,36.7,-0.508,-0.423,-2.499,0,0.467,77,2.823,-1.279,-0.924,-1.393,-1.013,-1.461,0.743,11.975,-0.559,-1.965,0.456,12.1337,223,65.208,50,14.621,150,43.862,12,3.509,73,21.346
England,0,1,0,Enfield,E09000010,333869,81,4121.84,-0.172,0.511,0.008,0.403,0.032,36.1,0.209,0.578,-1.682,0,0.467,70.1,0.994,-1.036,-0.058,-0.897,-0.829,-1.144,0.75,12.046,-0.559,-1.059,0.456,12.1101,200,59.904,32,9.585,148,44.329,19,5.691,52,15.575
England,0,1,0,Greenwich,E09000011,286186,47,6089.064,-0.628,0.496,0.018,0.377,0.034,34.7,-0.073,0.578,-1.646,0,0.467,84.1,-0.551,-1.393,-0.651,-1.147,-1.06,-1.82,0.733,12.225,1.884,-1.99,0.456,12.3659,139,48.57,8,2.795,127,44.377,4,1.398,12,4.193
England,0,1,0,Hackney,E09000012,279665,19,14719.211,0.366,0.502,0.007,0.504,0.048,33,-0.249,1.58,-1.58,0,0.467,107.1,0.555,-1.972,-2.558,-1.792,-1.786,-2.967,0.73,12.379,1.884,-2.54,0.456,12.8978,142,50.775,14,5.006,114,40.763,12,4.291,28,10.012
England,0,1,0,Hammersmith and Fulham,E09000013,185426,16,11589.125,-0.607,0.506,0.01,0.325,0.036,34.8,-2.631,0.245,-2.025,0,0.467,68.6,-1.195,-2.18,-1.991,-1.34,-2.094,-2.543,0.728,12.488,1.884,-2.228,0.456,12.6614,98,52.851,26,14.022,62,33.437,9,4.854,36,19.415
England,0,1,0,Haringey,E09000014,270624,30,9020.8,0.228,0.495,0.007,0.42,0.053,35.4,-0.097,1.58,-1.632,0,0.467,84.1,0.596,-1.395,-1.136,-1.49,-1.065,-2.389,0.74,12.161,-0.559,-1.995,0.456,12.5419,164,60.601,5,1.848,145,53.58,12,4.434,19,7.021
England,0,1,0,Harrow,E09000015,250149,50,5002.98,-0.691,0.5,0.009,0.62,0.031,38,-1.253,-1.09,-2.964,0,0.467,55.4,2.835,-0.334,-1.073,-1.466,-0.373,-0.225,0.758,11.593,2.279,-0.956,0.456,11.2865,230,91.945,17,6.796,195,77.954,16,6.396,35,13.992
England,0,1,0,Havering,E09000016,257810,112,2301.875,-0.627,0.519,0.007,0.128,0.007,39.2,-0.244,-0.423,-0.426,0,0.467,66.9,-0.256,0.604,0.783,-0.283,0.515,0.274,0.725,12.439,1.848,-0.272,0.456,11.4503,153,59.346,17,6.594,133,51.588,3,1.164,20,7.758
England,0,1,0,Hillingdon,E09000017,304824,116,2627.793,-0.691,0.498,0.024,0.4,0.027,35.9,-1.213,-0.423,-1.911,0,0.467,72.3,0.026,-0.062,-0.263,-1.374,-0.166,-0.851,0.765,11.915,2.135,-0.961,0.456,11.3836,158,51.833,14,4.593,133,43.632,6,1.968,25,8.201
